Time, Object, PosX, PosY, PosZ, ScaleX, ScaleY, ScaleZ, ColX, ColY, ColZ, Trial, ViewNo, ViewPos, Rot?, ObjShift?, ObjShifted, Q1, Q2, MoveCode 
15.64452,Table,0.1930026,0.5372155,0.7970964,0.8,0.06538646,0.8,0.2738864,0.6026019,1.037268,1,1,A,False,True,,,,1
15.65577,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1841549,0.7080396,0.878201,1,1,A,False,True,,,,1
15.66713,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1682487,0.7023332,0.8303341,1,1,A,False,True,,,,1
15.67798,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1487272,0.6825083,0.8174105,1,1,A,False,True,,,,1
15.68919,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1623476,0.6884725,0.8109807,1,1,A,False,True,,,,1
15.7005,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1646749,0.6881101,0.8087695,1,1,A,False,True,,,,1
15.71173,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1617478,0.6878208,0.8106574,1,1,A,False,True,,,,1
15.72221,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1663971,0.6842316,0.8034317,1,1,A,False,True,,,,1
15.73388,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1686182,0.6811471,0.7993216,1,1,A,False,True,,,,1
15.74478,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1639779,0.6781335,0.7994425,1,1,A,False,True,,,,1
15.75566,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.157568,0.6857529,0.8117618,1,1,A,False,True,,,,1
15.76691,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1559918,0.6867599,0.8145741,1,1,A,False,True,,,,1
15.77811,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1468847,0.6785723,0.8149798,1,1,A,False,True,,,,1
15.78897,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1413622,0.6742634,0.8177735,1,1,A,False,True,,,,1
15.80008,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.137488,0.6610167,0.811976,1,1,A,False,True,,,,1
15.8114,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1379988,0.6649861,0.8140873,1,1,A,False,True,,,,1
15.82252,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1527672,0.6794511,0.8093561,1,1,A,False,True,,,,1
15.83382,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1630217,0.6793038,0.8010119,1,1,A,False,True,,,,1
15.84471,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1674215,0.6753662,0.795413,1,1,A,False,True,,,,1
15.85651,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1688767,0.6819658,0.7999039,1,1,A,False,True,,,,1
15.86744,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1662725,0.6809179,0.8004243,1,1,A,False,True,,,,1
15.87863,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1639197,0.6789801,0.8001719,1,1,A,False,True,,,,1
15.89,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1642967,0.6768938,0.7982646,1,1,A,False,True,,,,1
15.90116,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1645641,0.6744479,0.7963043,1,1,A,False,True,,,,1
15.91261,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1623936,0.674204,0.7974203,1,1,A,False,True,,,,1
15.92349,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1620787,0.6732333,0.7969233,1,1,A,False,True,,,,1
15.93501,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1623324,0.6711458,0.7953877,1,1,A,False,True,,,,1
15.94599,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.162542,0.6681468,0.7934427,1,1,A,False,True,,,,1
15.95723,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1621984,0.6661167,0.7925237,1,1,A,False,True,,,,1
15.96838,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1617692,0.6643305,0.7918476,1,1,A,False,True,,,,1
15.97976,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1637078,0.6646507,0.790932,1,1,A,False,True,,,,1
15.99058,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1654857,0.6628748,0.7891778,1,1,A,False,True,,,,1
16.00163,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1654792,0.6602827,0.7880589,1,1,A,False,True,,,,1
16.01322,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1682708,0.6619936,0.7874891,1,1,A,False,True,,,,1
16.02405,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1666455,0.6580085,0.7866244,1,1,A,False,True,,,,1
16.03494,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1696437,0.6569341,0.7849514,1,1,A,False,True,,,,1
16.04618,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.16643,0.661307,0.7880333,1,1,A,False,True,,,,1
16.05768,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1656117,0.6581725,0.7871708,1,1,A,False,True,,,,1
16.06833,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1675498,0.6575496,0.7860526,1,1,A,False,True,,,,1
16.07957,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1709493,0.6645776,0.7875287,1,1,A,False,True,,,,1
16.09108,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.174103,0.6616296,0.7850587,1,1,A,False,True,,,,1
16.10175,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.174862,0.6660627,0.7867888,1,1,A,False,True,,,,1
16.11264,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.169875,0.6769426,0.7953467,1,1,A,False,True,,,,1
16.12384,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1728936,0.6834743,0.7992906,1,1,A,False,True,,,,1
16.135,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1708366,0.6884435,0.8052847,1,1,A,False,True,,,,1
16.14631,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1779071,0.6926643,0.806814,1,1,A,False,True,,,,1
16.15719,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.176195,0.6884832,0.8027596,1,1,A,False,True,,,,1
16.16858,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1764292,0.6913319,0.8058415,1,1,A,False,True,,,,1
16.17936,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1728847,0.691932,0.8082986,1,1,A,False,True,,,,1
16.19082,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1734046,0.6906089,0.8064126,1,1,A,False,True,,,,1
16.20146,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1790147,0.6919855,0.8055538,1,1,A,False,True,,,,1
16.21309,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1789706,0.6891713,0.8024067,1,1,A,False,True,,,,1
16.22379,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1811606,0.6881338,0.8005955,1,1,A,False,True,,,,1
16.23489,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1808656,0.6892567,0.8018494,1,1,A,False,True,,,,1
16.24589,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1762033,0.6881099,0.8023628,1,1,A,False,True,,,,1
16.25702,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1766028,0.6871042,0.8011734,1,1,A,False,True,,,,1
16.26851,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1785441,0.6876979,0.8010377,1,1,A,False,True,,,,1
16.27942,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1823623,0.6926819,0.8052089,1,1,A,False,True,,,,1
16.29053,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1840145,0.6918409,0.8037417,1,1,A,False,True,,,,1
16.30164,Hamburger,0.1982355,0.602602,0.8555952,0.5,4.588106,0.5,0.1838124,0.6907817,0.8026104,1,1,A,False,True,,,,1
16.31264,Table,0.1930026,0.5372155,0.7970964,0.8,0.06538646,0.8,0.1189774,0.6026019,0.8104557,1,1,A,False,True,,,,1
16.3239,Table,0.1930026,0.5372155,0.7970964,0.8,0.06538646,0.8,0.04113889,0.6026019,0.7870132,1,1,A,False,True,,,,1
16.33533,IceCream,-0.04772377,0.602602,0.7087672,0.5,5.046917,0.5,-0.0184772,0.7002572,0.6718257,1,1,A,False,True,,,,1
16.34615,IceCream,-0.04772377,0.602602,0.7087672,0.5,5.046917,0.5,-0.03002343,0.6831433,0.6469051,1,1,A,False,True,,,,1
16.35725,IceCream,-0.04772377,0.602602,0.7087672,0.5,5.046917,0.5,-0.03196126,0.684532,0.647466,1,1,A,False,True,,,,1
16.36861,IceCream,-0.04772377,0.602602,0.7087672,0.5,5.046917,0.5,-0.03094834,0.6843745,0.6476136,1,1,A,False,True,,,,1
16.37933,IceCream,-0.04772377,0.602602,0.7087672,0.5,5.046917,0.5,-0.03093317,0.6883796,0.6510383,1,1,A,False,True,,,,1
16.39072,IceCream,-0.04772377,0.602602,0.7087672,0.5,5.046917,0.5,-0.03577459,0.6976211,0.6596648,1,1,A,False,True,,,,1
16.40174,IceCream,-0.04772377,0.602602,0.7087672,0.5,5.046917,0.5,-0.04201844,0.704361,0.6682733,1,1,A,False,True,,,,1
16.41299,IceCream,-0.04772377,0.602602,0.7087672,0.5,5.046917,0.5,-0.0383195,0.702338,0.6656637,1,1,A,False,True,,,,1
16.42396,IceCream,-0.04772377,0.602602,0.7087672,0.5,5.046917,0.5,-0.03925207,0.7031747,0.6667871,1,1,A,False,True,,,,1
16.4352,IceCream,-0.04772377,0.602602,0.7087672,0.5,5.046917,0.5,-0.03837055,0.7036808,0.6678057,1,1,A,False,True,,,,1
16.44606,IceCream,-0.04772377,0.602602,0.7087672,0.5,5.046917,0.5,-0.03687453,0.7030238,0.6670945,1,1,A,False,True,,,,1
16.45726,IceCream,-0.04772377,0.602602,0.7087672,0.5,5.046917,0.5,-0.03770041,0.7030759,0.6669702,1,1,A,False,True,,,,1
16.4683,IceCream,-0.04772377,0.602602,0.7087672,0.5,5.046917,0.5,-0.03769183,0.7024537,0.6659868,1,1,A,False,True,,,,1
16.47964,IceCream,-0.04772377,0.602602,0.7087672,0.5,5.046917,0.5,-0.03649002,0.7004445,0.6632751,1,1,A,False,True,,,,1
16.49057,IceCream,-0.04772377,0.602602,0.7087672,0.5,5.046917,0.5,-0.03694755,0.7003872,0.6630849,1,1,A,False,True,,,,1
16.50174,IceCream,-0.04772377,0.602602,0.7087672,0.5,5.046917,0.5,-0.03777829,0.7003739,0.6628762,1,1,A,False,True,,,,1
16.51279,IceCream,-0.04772377,0.602602,0.7087672,0.5,5.046917,0.5,-0.03899655,0.7013304,0.6640049,1,1,A,False,True,,,,1
16.52397,IceCream,-0.04772377,0.602602,0.7087672,0.5,5.046917,0.5,-0.04089347,0.7008436,0.6629771,1,1,A,False,True,,,,1
16.53481,IceCream,-0.04772377,0.602602,0.7087672,0.5,5.046917,0.5,-0.04260099,0.7001827,0.66183,1,1,A,False,True,,,,1
16.54611,IceCream,-0.04772377,0.602602,0.7087672,0.5,5.046917,0.5,-0.04218012,0.6992511,0.6606172,1,1,A,False,True,,,,1
16.557,IceCream,-0.04772377,0.602602,0.7087672,0.5,5.046917,0.5,-0.04277638,0.6994482,0.6608162,1,1,A,False,True,,,,1
16.568,IceCream,-0.04772377,0.602602,0.7087672,0.5,5.046917,0.5,-0.04309297,0.6976635,0.6584927,1,1,A,False,True,,,,1
16.57924,IceCream,-0.04772377,0.602602,0.7087672,0.5,5.046917,0.5,-0.04349425,0.6969442,0.6575834,1,1,A,False,True,,,,1
16.59046,IceCream,-0.04772377,0.602602,0.7087672,0.5,5.046917,0.5,0.006456435,0.6363649,0.6499137,1,1,A,False,True,,,,1
16.60157,Table,0.1930026,0.5372155,0.7970964,0.8,0.06538646,0.8,0.06693973,0.6026019,0.592773,1,1,A,False,True,,,,1
16.61271,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1219616,0.7020327,0.4908643,1,1,A,False,True,,,,1
16.62382,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1275916,0.7059127,0.4754514,1,1,A,False,True,,,,1
16.63466,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1152738,0.6992285,0.476219,1,1,A,False,True,,,,1
16.64609,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1069078,0.6928639,0.4780796,1,1,A,False,True,,,,1
16.65695,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1053434,0.6914032,0.475332,1,1,A,False,True,,,,1
16.66809,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1018541,0.6879107,0.4739895,1,1,A,False,True,,,,1
16.67938,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1154709,0.6992109,0.4731271,1,1,A,False,True,,,,1
16.69059,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1199811,0.7020307,0.4738905,1,1,A,False,True,,,,1
16.70134,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1194098,0.7018018,0.4763998,1,1,A,False,True,,,,1
16.71288,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1179909,0.7008513,0.4737811,1,1,A,False,True,,,,1
16.72384,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1165875,0.6999242,0.4729889,1,1,A,False,True,,,,1
16.73481,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1169997,0.7000676,0.4715475,1,1,A,False,True,,,,1
16.74583,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1177813,0.7005429,0.4714579,1,1,A,False,True,,,,1
16.75695,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1190509,0.7012848,0.4712251,1,1,A,False,True,,,,1
16.76814,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1196439,0.7015588,0.4704971,1,1,A,False,True,,,,1
16.77913,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1195839,0.7016231,0.4715357,1,1,A,False,True,,,,1
16.79073,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1202907,0.7019825,0.4710399,1,1,A,False,True,,,,1
16.80157,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1202154,0.701867,0.4703428,1,1,A,False,True,,,,1
16.81262,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1212465,0.7022183,0.4684976,1,1,A,False,True,,,,1
16.82376,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1214687,0.702251,0.4678491,1,1,A,False,True,,,,1
16.835,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1203678,0.7017115,0.4683843,1,1,A,False,True,,,,1
16.84607,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1231965,0.7029686,0.4665403,1,1,A,False,True,,,,1
16.85707,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1250476,0.7036319,0.4650199,1,1,A,False,True,,,,1
16.86824,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1250085,0.7032233,0.4630218,1,1,A,False,True,,,,1
16.87914,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1222529,0.7016968,0.4625171,1,1,A,False,True,,,,1
16.89057,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1223054,0.7011313,0.4600617,1,1,A,False,True,,,,1
16.90154,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1227511,0.7006286,0.4574038,1,1,A,False,True,,,,1
16.91305,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1212544,0.6996475,0.4569122,1,1,A,False,True,,,,1
16.92381,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1200178,0.6981741,0.4546661,1,1,A,False,True,,,,1
16.93455,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1213949,0.6979231,0.4518316,1,1,A,False,True,,,,1
16.94602,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1224213,0.6984304,0.4516283,1,1,A,False,True,,,,1
16.95683,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.122313,0.6986067,0.4522326,1,1,A,False,True,,,,1
16.96798,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1227484,0.6988003,0.4521123,1,1,A,False,True,,,,1
16.97905,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1144277,0.6938982,0.4532155,1,1,A,False,True,,,,1
16.99046,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1219801,0.6964166,0.4475996,1,1,A,False,True,,,,1
17.00123,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1173801,0.6934121,0.4474621,1,1,A,False,True,,,,1
17.01257,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1182015,0.6966017,0.4534816,1,1,A,False,True,,,,1
17.02365,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1185015,0.6975864,0.4556645,1,1,A,False,True,,,,1
17.03501,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1189162,0.6981294,0.4565111,1,1,A,False,True,,,,1
17.04589,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1212426,0.6989321,0.4547721,1,1,A,False,True,,,,1
17.05692,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1216657,0.6987023,0.4534543,1,1,A,False,True,,,,1
17.06798,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1217515,0.6986684,0.4532275,1,1,A,False,True,,,,1
17.07901,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1203105,0.6980217,0.4537563,1,1,A,False,True,,,,1
17.09013,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1148128,0.698505,0.4703318,1,1,A,False,True,,,,1
17.10114,Cake,0.1595261,0.602602,0.4778973,0.5000001,4.588106,0.5000001,0.1497957,0.7111578,0.4894927,1,1,A,False,True,,,,1
17.11247,Table,0.1930026,0.5372155,0.7970964,0.8,0.06538646,0.8,0.3136907,0.6026019,0.7166309,1,1,A,False,True,,,,1
17.12347,Table,0.1930026,0.5372155,0.7970964,0.8,0.06538646,0.8,0.4055077,0.6026019,0.8512736,1,1,A,False,True,,,,1
17.13477,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3975776,0.6837001,0.891622,1,1,A,False,True,,,,1
17.14576,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3754129,0.7203801,0.9382914,1,1,A,False,True,,,,1
17.15679,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3822868,0.7181767,0.9276246,1,1,A,False,True,,,,1
17.16799,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3705226,0.7129524,0.9303007,1,1,A,False,True,,,,1
17.17893,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3883527,0.7183301,0.9237878,1,1,A,False,True,,,,1
17.19032,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3831276,0.7193421,0.9288814,1,1,A,False,True,,,,1
17.2011,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.378011,0.7224898,0.9399067,1,1,A,False,True,,,,1
17.21248,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3760843,0.7148807,0.9276978,1,1,A,False,True,,,,1
17.2235,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3789363,0.7168282,0.9282012,1,1,A,False,True,,,,1
17.23456,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3782091,0.7169888,0.9290984,1,1,A,False,True,,,,1
17.24558,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3775725,0.7133073,0.9241464,1,1,A,False,True,,,,1
17.25703,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3761932,0.7128201,0.9246147,1,1,A,False,True,,,,1
17.26803,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3750225,0.713259,0.9262666,1,1,A,False,True,,,,1
17.27886,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3750782,0.7122412,0.9247823,1,1,A,False,True,,,,1
17.29023,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.373502,0.7128785,0.9271218,1,1,A,False,True,,,,1
17.30132,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3738355,0.7143658,0.9290422,1,1,A,False,True,,,,1
17.31244,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.375809,0.716794,0.9310294,1,1,A,False,True,,,,1
17.32334,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3756464,0.7176878,0.9327545,1,1,A,False,True,,,,1
17.33474,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3769379,0.7191356,0.9340686,1,1,A,False,True,,,,1
17.34568,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3795122,0.7211294,0.9353183,1,1,A,False,True,,,,1
17.35669,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3804353,0.7220931,0.9363716,1,1,A,False,True,,,,1
17.36788,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3821651,0.7235738,0.9378281,1,1,A,False,True,,,,1
17.37887,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.384057,0.7241442,0.9372566,1,1,A,False,True,,,,1
17.39012,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3870469,0.7252266,0.9370087,1,1,A,False,True,,,,1
17.40113,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3879695,0.7255075,0.9368759,1,1,A,False,True,,,,1
17.41247,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.395587,0.7310469,0.9453231,1,1,A,False,True,,,,1
17.42331,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3920724,0.7289832,0.9420844,1,1,A,False,True,,,,1
17.43439,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3921299,0.7276467,0.938631,1,1,A,False,True,,,,1
17.4459,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3836073,0.723819,0.9369723,1,1,A,False,True,,,,1
17.45709,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3830194,0.7223834,0.9345076,1,1,A,False,True,,,,1
17.46779,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3826702,0.7200649,0.9304683,1,1,A,False,True,,,,1
17.47896,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3840035,0.7190268,0.9277021,1,1,A,False,True,,,,1
17.49012,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.385031,0.7192639,0.927345,1,1,A,False,True,,,,1
17.50124,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.384463,0.7185609,0.9266333,1,1,A,False,True,,,,1
17.51224,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3794993,0.7171433,0.9282252,1,1,A,False,True,,,,1
17.52362,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3806879,0.7160796,0.9256417,1,1,A,False,True,,,,1
17.53442,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3813933,0.7157651,0.9246438,1,1,A,False,True,,,,1
17.54564,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3811345,0.7151207,0.9239157,1,1,A,False,True,,,,1
17.55681,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3834543,0.7147886,0.9218467,1,1,A,False,True,,,,1
17.56807,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3821475,0.7151655,0.9232481,1,1,A,False,True,,,,1
17.57865,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3841901,0.7171519,0.9246752,1,1,A,False,True,,,,1
17.58996,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3815439,0.7166134,0.9257775,1,1,A,False,True,,,,1
17.60087,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3812544,0.7148349,0.9234247,1,1,A,False,True,,,,1
17.61276,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3805059,0.7134545,0.9221024,1,1,A,False,True,,,,1
17.62322,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.380118,0.712257,0.9208283,1,1,A,False,True,,,,1
17.63434,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3782824,0.7090491,0.9182668,1,1,A,False,True,,,,1
17.64552,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3805956,0.7097012,0.9174383,1,1,A,False,True,,,,1
17.65671,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3820849,0.7102277,0.9170853,1,1,A,False,True,,,,1
17.66776,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.3822312,0.7095096,0.9161812,1,1,A,False,True,,,,1
17.67882,Milk,0.4163293,0.602602,0.9719032,0.4999999,6.882159,0.4999999,0.4120975,0.6951385,0.8955994,1,1,A,False,True,,,,1
17.68977,Donut,0.4810755,0.602602,0.7305636,0.5,4.588106,0.5,0.4329063,0.6959214,0.7221531,1,1,A,False,True,,,,1
